NO_MUNICIPIO_ESC;Presente;Total_Alunos;regiao;estado;municipio;data;populacaoTCU2019;casosAcumulado;casosNovos;obitosAcumulado;obitosNovos;Casos_per_capita;Mortes_per_capita;Relacao_Presenca
Faxinal;30;44;Sul;PR;Faxinal;2021-11-21;17251.0;2536.0;1;74;0;0.147005970668367;0.004289606399629;0.6818181818181818
Pocinhos;12;19;Nordeste;PB;Pocinhos;2021-11-21;18564.0;1593.0;2;25;0;0.0858112475759534;0.0013466925231631;0.631578947368421
Silvanópolis;9;23;Norte;TO;Silvanópolis;2021-11-21;5403.0;1064.0;0;24;0;0.1969276327965944;0.0044419766796224;0.391304347826087
Ariranha;2;11;Sudeste;SP;Ariranha;2021-11-21;9668.0;1014.0;0;29;0;0.1048820852296235;0.0029995862639635;0.18181818181818182
Vidal Ramos;4;8;Sul;SC;Vidal Ramos;2021-11-21;6338.0;738.0;0;13;0;0.1164405175134111;0.002051120227201;0.5
Carvalhópolis;6;8;Sudeste;MG;Carvalhópolis;2021-11-21;3579.0;312.0;0;7;0;0.0871751886001676;0.0019558535903883;0.75
Santo Expedito;6;8;Sudeste;SP;Santo Expedito;2021-11-21;3111.0;196.0;0;6;0;0.06300225008036;0.0019286403085824;0.75
Baixio;30;75;Nordeste;CE;Baixio;2021-11-21;6288.0;719.0;0;14;0;0.1143447837150127;0.0022264631043256;0.4
Quixabeira;16;22;Nordeste;BA;Quixabeira;2021-11-21;8972.0;826.0;0;8;0;0.0920641997325011;0.0008916629514043;0.7272727272727273
Chácara;1;3;Sudeste;MG;Chácara;2021-11-21;3154.0;269.0;0;10;0;0.085288522511097;0.0031705770450221;0.3333333333333333
Doutor Maurício Cardoso;3;6;Sul;RS;Doutor Maurício Cardoso;2021-11-21;4549.0;386.0;0;16;0;0.0848538140250604;0.0035172565398988;0.5
Gentil;1;1;Sul;RS;Gentil;2021-11-21;1634.0;187.0;0;5;0;0.1144430844553243;0.0030599755201958;1.0
São Valério;8;15;Norte;TO;São Valério;2021-11-21;3960.0;595.0;0;17;0;0.1502525252525252;0.0042929292929292;0.5333333333333333
Tapiraí;1;7;Sudeste;MG;Tapiraí;2021-11-21;1875.0;84.0;0;1;0;0.0448;1.0;0.14285714285714285
Itarana;25;37;Sudeste;ES;Itarana;2021-11-21;10555.0;1754.0;1;28;0;0.1661771672193273;0.0026527711984841;0.6756756756756757
Senador Modestino Gonçalves;11;23;Sudeste;MG;Senador Modestino Gonçalves;2021-11-21;4156.0;198.0;0;8;0;0.0476419634263715;0.0019249278152069;0.4782608695652174
Barbosa Ferraz;8;19;Sul;PR;Barbosa Ferraz;2021-11-21;11568.0;1469.0;4;45;0;0.1269882434301521;0.0038900414937759;0.42105263157894735
Morretes;15;41;Sul;PR;Morretes;2021-11-21;16406.0;2289.0;0;56;0;0.1395221260514446;0.0034133853468243;0.36585365853658536
Malhador;27;28;Nordeste;SE;Malhador;2021-11-21;12618.0;1118.0;0;30;0;0.0886035821841813;0.002377555872563;0.9642857142857143
Jesuítas;7;20;Sul;PR;Jesuítas;2021-11-21;8412.0;1134.0;0;21;0;0.1348074179743223;0.0024964336661911;0.35
Bias Fortes;0;4;Sudeste;MG;Bias Fortes;2021-11-21;3379.0;119.0;0;4;0;0.0352175199763243;0.0011837821840781;0.0
Ipira;15;24;Sul;SC;Ipira;2021-11-21;4446.0;487.0;0;7;0;0.1095366621682411;0.0015744489428699;0.625
Acrelândia;13;32;Norte;AC;Acrelândia;2021-11-21;15256.0;1796.0;0;37;0;0.1177241740954378;0.0024252753015207;0.40625
Brochier;5;11;Sul;RS;Brochier;2021-11-21;5074.0;633.0;0;6;0;0.1247536460386283;0.0011824990145841;0.45454545454545453
Rio dos Cedros;7;16;Sul;SC;Rio dos Cedros;2021-11-21;11676.0;1004.0;0;27;0;0.0859883521754025;0.0023124357656731;0.4375
Marilac;5;12;Sudeste;MG;Marilac;2021-11-21;4115.0;311.0;0;10;0;0.0755771567436209;0.0024301336573511;0.4166666666666667
São Jorge;8;12;Sul;RS;São Jorge;2021-11-21;2824.0;408.0;0;11;0;0.1444759206798866;0.0038951841359773;0.6666666666666666
Boa Vista do Cadeado;1;2;Sul;RS;Boa Vista do Cadeado;2021-11-21;2470.0;227.0;0;4;0;0.0919028340080971;0.0016194331983805;0.5
São Gonçalo do Pará;4;14;Sudeste;MG;São Gonçalo do Pará;2021-11-21;12411.0;579.0;0;24;0;0.0466521634034324;0.0019337684312303;0.2857142857142857
Queimada Nova;8;12;Nordeste;PI;Queimada Nova;2021-11-21;8992.0;747.0;0;6;0;0.0830738434163701;0.0006672597864768;0.6666666666666666
Boa Vista do Incra;3;7;Sul;RS;Boa Vista do Incra;2021-11-21;2603.0;314.0;0;4;0;0.120630042258932;0.0015366884364195;0.42857142857142855
Catingueira;9;22;Nordeste;PB;Catingueira;2021-11-21;4932.0;340.0;0;11;0;0.0689375506893755;0.0022303325223033;0.4090909090909091
Sandovalina;12;14;Sudeste;SP;Sandovalina;2021-11-21;4302.0;433.0;0;12;0;0.100650860065086;0.00278940027894;0.8571428571428571
Alfredo Vasconcelos;5;8;Sudeste;MG;Alfredo Vasconcelos;2021-11-21;6907.0;639.0;0;15;0;0.0925148400173736;0.0021717098595627;0.625
Poço de José de Moura;13;25;Nordeste;PB;Poço de José de Moura;2021-11-21;4307.0;363.0;0;5;0;0.0842814023682377;0.0011609008590666;0.52
Francisco Badaró;5;12;Sudeste;MG;Francisco Badaró;2021-11-21;10332.0;166.0;0;6;0;0.0160665892373209;0.0005807200929152;0.4166666666666667
Ajuricaba;9;15;Sul;RS;Ajuricaba;2021-11-21;7024.0;1478.0;0;32;0;0.2104214123006833;0.0045558086560364;0.6
Cruz Machado;3;13;Sul;PR;Cruz Machado;2021-11-21;18708.0;1418.0;0;27;0;0.0757964507162711;0.0014432328415651;0.23076923076923078
São Vicente do Seridó;19;31;Nordeste;PB;São Vicente do Seridó;2021-11-21;10775.0;759.0;10;3;0;0.0704408352668213;0.0002784222737819;0.6129032258064516
São João do Cariri;8;10;Nordeste;PB;São João do Cariri;2021-11-21;4199.0;456.0;1;4;0;0.1085972850678733;0.0009526077637532;0.8
Itapé;6;8;Nordeste;BA;Itapé;2021-11-21;8761.0;800.0;0;28;0;0.0913137769660997;0.0031959821938134;0.75
Inajá;7;19;Nordeste;PE;Inajá;2021-11-21;23247.0;481.0;0;13;0;0.0206908418290532;0.0005592119413257;0.3684210526315789
Galvão;2;3;Sul;SC;Galvão;2021-11-21;2873.0;488.0;0;12;0;0.1698572920292377;0.0041768186564566;0.6666666666666666
Presidente Vargas;16;22;Nordeste;MA;Presidente Vargas;2021-11-21;11193.0;432.0;0;7;0;0.0385955507906727;0.0006253908692933;0.7272727272727273
Mirante da Serra;28;57;Norte;RO;Mirante da Serra;2021-11-21;10947.0;1079.0;0;13;0;0.0985658171188453;0.0011875399652872;0.49122807017543857
Candeal;1;5;Nordeste;BA;Candeal;2021-11-21;8258.0;661.0;0;3;0;0.0800435940905788;0.0003632840881569;0.2
Jiquiriçá;16;40;Nordeste;BA;Jiquiriçá;2021-11-21;14537.0;1047.0;0;27;0;0.0720231134346839;0.0018573295728141;0.4
Paula Freitas;8;16;Sul;PR;Paula Freitas;2021-11-21;5873.0;711.0;0;16;0;0.1210624893580793;0.0027243316873829;0.5
Taciba;3;19;Sudeste;SP;Taciba;2021-11-21;6285.0;839.0;0;26;0;0.1334924423229912;0.0041368337311058;0.15789473684210525
Aripuanã;19;63;Centro-Oeste;MT;Aripuanã;2021-11-21;22354.0;3288.0;0;49;0;0.1470877695267066;0.0021920014315111;0.30158730158730157
Sonora;13;37;Centro-Oeste;MS;Sonora;2021-11-21;19274.0;2041.0;0;34;0;0.1058939503995019;0.0017640344505551;0.35135135135135137
Rio Quente;13;24;Centro-Oeste;GO;Rio Quente;2021-11-21;4493.0;691.0;0;9;0;0.1537947918985087;0.0020031159581571;0.5416666666666666
Lizarda;1;7;Norte;TO;Lizarda;2021-11-21;3740.0;161.0;0;4;0;0.0430481283422459;0.0010695187165775;0.14285714285714285
Campos Borges;8;11;Sul;RS;Campos Borges;2021-11-21;3320.0;541.0;0;13;0;0.1629518072289156;0.0039156626506024;0.7272727272727273
Iepê;17;22;Sudeste;SP;Iepê;2021-11-21;8159.0;957.0;0;27;0;0.1172937860031866;0.0033092290721902;0.7727272727272727
Rio Bonito do Iguaçu;17;31;Sul;PR;Rio Bonito do Iguaçu;2021-11-21;13269.0;1001.0;0;15;0;0.0754389931419097;0.0011304544426859;0.5483870967741935
Cotiporã;5;5;Sul;RS;Cotiporã;2021-11-21;3853.0;847.0;2;5;0;0.2198287049052686;0.0012976901116013;1.0
Gameleira de Goiás;10;20;Centro-Oeste;GO;Gameleira de Goiás;2021-11-21;3818.0;626.0;0;9;0;0.1639601885804086;0.002357255107386;0.5
Marmeleiro;16;27;Sul;PR;Marmeleiro;2021-11-21;14367.0;2379.0;0;50;0;0.165587805387346;0.0034801976752279;0.5925925925925926
Rubiácea;3;17;Sudeste;SP;Rubiácea;2021-11-21;3128.0;234.0;0;10;0;0.0748081841432225;0.0031969309462915;0.17647058823529413
Maripá de Minas;10;14;Sudeste;MG;Maripá de Minas;2021-11-21;2973.0;361.0;0;12;0;0.1214261688530104;0.0040363269424823;0.7142857142857143
Engenheiro Caldas;15;20;Sudeste;MG;Engenheiro Caldas;2021-11-21;11134.0;823.0;1;30;0;0.0739177294772768;0.0026944494341656;0.75
Santo Antônio do Retiro;7;11;Sudeste;MG;Santo Antônio do Retiro;2021-11-21;7277.0;464.0;0;1;0;0.063762539508039;1.0;0.6363636363636364
Bilac;7;17;Sudeste;SP;Bilac;2021-11-21;8034.0;958.0;0;23;0;0.1192432163305949;0.0028628329599203;0.4117647058823529
Alto Paraíso;16;38;Norte;RO;Alto Paraíso;2021-11-21;21428.0;2214.0;21;52;0;0.1033227552734739;0.0024267313795034;0.42105263157894735
Maracajá;8;15;Sul;SC;Maracajá;2021-11-21;7293.0;1313.0;0;22;0;0.1800356506238859;0.0030165912518853;0.5333333333333333
Capim Branco;5;15;Sudeste;MG;Capim Branco;2021-11-21;9754.0;892.0;0;18;0;0.0914496616772606;0.0018453967603034;0.3333333333333333
Floresta do Araguaia;27;68;Norte;PA;Floresta do Araguaia;2021-11-21;20304.0;1262.0;0;28;0;0.0621552403467297;0.0013790386130811;0.39705882352941174
Penaforte;39;135;Nordeste;CE;Penaforte;2021-11-21;9077.0;820.0;0;14;0;0.0903382174727332;0.00154235981051;0.28888888888888886
São Domingos do Sul;9;10;Sul;RS;São Domingos do Sul;2021-11-21;3074.0;474.0;0;5;0;0.1541964866623292;0.001626545217957;0.9
São Sebastião da Amoreira;2;9;Sul;PR;São Sebastião da Amoreira;2021-11-21;8853.0;937.0;0;28;0;0.1058398283067886;0.0031627696825934;0.2222222222222222
Campinorte;34;117;Centro-Oeste;GO;Campinorte;2021-11-21;12626.0;1846.0;0;47;0;0.1462062410898146;0.0037224774275304;0.2905982905982906
Ribeirão Cascalheira;2;6;Centro-Oeste;MT;Ribeirão Cascalheira;2021-11-21;10206.0;1492.0;0;39;0;0.1461885165588869;0.0038212815990593;0.3333333333333333
Ribeirão Claro;11;37;Sul;PR;Ribeirão Claro;2021-11-21;10668.0;1327.0;1;22;0;0.1243907011623547;0.0020622422197225;0.2972972972972973
Ibiaçá;10;17;Sul;RS;Ibiaçá;2021-11-21;4709.0;691.0;1;14;0;0.146740284561478;0.0029730303673816;0.5882352941176471
Gracho Cardoso;10;17;Nordeste;SE;Gracho Cardoso;2021-11-21;5818.0;550.0;0;7;0;0.094534204193881;0.0012031625988312;0.5882352941176471
Caseiros;8;9;Sul;RS;Caseiros;2021-11-21;3202.0;438.0;1;14;0;0.136789506558401;0.0043722673329169;0.8888888888888888
Ibirapitanga;10;25;Nordeste;BA;Ibirapitanga;2021-11-21;23375.0;1779.0;0;39;0;0.0761069518716577;0.0016684491978609;0.4
Paulino Neves;27;45;Nordeste;MA;Paulino Neves;2021-11-21;16035.0;470.0;0;5;0;0.0293108824446523;0.0003118178983473;0.6
Boqueirão do Piauí;10;20;Nordeste;PI;Boqueirão do Piauí;2021-11-21;6407.0;835.0;0;10;0;0.1303262057125019;0.0015607928827844;0.5
Iporanga;3;8;Sudeste;SP;Iporanga;2021-11-21;4218.0;596.0;0;6;0;0.1412991939307728;0.0014224751066856;0.375
Cabrália Paulista;12;27;Sudeste;SP;Cabrália Paulista;2021-11-21;4264.0;460.0;0;9;0;0.1078799249530956;0.0021106941838649;0.4444444444444444
Senador Sá;54;92;Nordeste;CE;Senador Sá;2021-11-21;7623.0;1174.0;0;14;0;0.154007608553063;0.0018365472910927;0.5869565217391305
João Costa;3;6;Nordeste;PI;João Costa;2021-11-21;3008.0;188.0;0;3;0;0.0625;0.0009973404255319;0.5
Mascote;4;19;Nordeste;BA;Mascote;2021-11-21;13822.0;828.0;0;23;0;0.0599045000723484;0.0016640138908985;0.21052631578947367
Santa Cruz do Xingu;0;9;Centro-Oeste;MT;Santa Cruz do Xingu;2021-11-21;2564.0;455.0;0;7;0;0.1774570982839313;0.0027301092043681;0.0
Rio das Antas;4;9;Sul;SC;Rio das Antas;2021-11-21;6205.0;749.0;0;15;0;0.1207091055600322;0.0024174053182917;0.4444444444444444
Irani;20;33;Sul;SC;Irani;2021-11-21;10419.0;1723.0;0;20;0;0.1653709569056531;0.0019195700163163;0.6060606060606061
Orindiúva;3;8;Sudeste;SP;Orindiúva;2021-11-21;7066.0;1336.0;0;18;0;0.1890744409849986;0.0025474101330314;0.375
Portelândia;9;17;Centro-Oeste;GO;Portelândia;2021-11-21;4011.0;651.0;0;13;0;0.1623036649214659;0.0032410870107205;0.5294117647058824
Marliéria;10;15;Sudeste;MG;Marliéria;2021-11-21;4039.0;398.0;0;17;0;0.0985392423867293;0.0042089626145085;0.6666666666666666
Miguel Leão;2;2;Nordeste;PI;Miguel Leão;2021-11-21;1246.0;286.0;0;3;0;0.2295345104333868;0.0024077046548956;1.0
Inhaúma;5;9;Sudeste;MG;Inhaúma;2021-11-21;6271.0;752.0;0;22;0;0.1199170786158507;0.0035082124063147;0.5555555555555556
Acorizal;9;24;Centro-Oeste;MT;Acorizal;2021-11-21;5399.0;807.0;0;22;0;0.1494721244674939;0.0040748286719762;0.375
Sítio do Quinto;11;17;Nordeste;BA;Sítio do Quinto;2021-11-21;9986.0;591.0;0;11;0;0.0591828559983977;0.0011015421590226;0.6470588235294118
Nazária;3;7;Nordeste;PI;Nazária;2021-11-21;8570.0;444.0;0;18;0;0.051808634772462;0.002100350058343;0.42857142857142855
Sandolândia;18;29;Norte;TO;Sandolândia;2021-11-21;3375.0;431.0;0;9;0;0.1277037037037037;0.0026666666666666;0.6206896551724138
Jacaré dos Homens;3;9;Nordeste;AL;Jacaré dos Homens;2021-11-21;5253.0;464.0;0;5;0;0.0883304778221968;0.0009518370454978;0.3333333333333333
Bocaiúva do Sul;12;23;Sul;PR;Bocaiúva do Sul;2021-11-21;12944.0;2238.0;0;30;0;0.1728986402966625;0.0023176761433868;0.5217391304347826
Tupirama;1;2;Norte;TO;Tupirama;2021-11-21;1891.0;220.0;0;2;0;0.1163405605499735;0.0010576414595452;0.5
Salmourão;0;3;Sudeste;SP;Salmourão;2021-11-21;5300.0;361.0;0;21;0;0.0681132075471698;0.0039622641509433;0.0
Romaria;4;5;Sudeste;MG;Romaria;2021-11-21;3533.0;404.0;0;9;0;0.1143504104160769;0.0025474101330314;0.8
Ivorá;6;6;Sul;RS;Ivorá;2021-11-21;1910.0;105.0;0;1;0;0.0549738219895288;1.0;1.0
Santa Rosa de Goiás;11;18;Centro-Oeste;GO;Santa Rosa de Goiás;2021-11-21;2319.0;460.0;0;7;0;0.1983613626563173;0.0030185424752048;0.6111111111111112
Divino das Laranjeiras;5;11;Sudeste;MG;Divino das Laranjeiras;2021-11-21;4979.0;356.0;0;14;0;0.0715003012653143;0.0028118096003213;0.45454545454545453
Balneário Rincão;2;7;Sul;SC;Balneário Rincão;2021-11-21;12760.0;1560.0;0;53;0;0.122257053291536;0.0041536050156739;0.2857142857142857
Varjota;169;225;Nordeste;CE;Varjota;2021-11-21;18420.0;2665.0;0;30;0;0.1446796959826276;0.001628664495114;0.7511111111111111
Ponte Alta do Bom Jesus;8;17;Norte;TO;Ponte Alta do Bom Jesus;2021-11-21;4596.0;413.0;0;11;0;0.0898607484769364;0.0023933855526544;0.47058823529411764
Pouso Redondo;16;29;Sul;SC;Pouso Redondo;2021-11-21;17453.0;1947.0;0;40;0;0.1115567524207872;0.0022918695926201;0.5517241379310345
Barra do Quaraí;7;13;Sul;RS;Barra do Quaraí;2021-11-21;4215.0;608.0;2;9;0;0.1442467378410439;0.0021352313167259;0.5384615384615384
Serrita;13;78;Nordeste;PE;Serrita;2021-11-21;19165.0;1659.0;0;26;0;0.0865640490477432;0.0013566397078006;0.16666666666666666
Pirapetinga;17;25;Sudeste;MG;Pirapetinga;2021-11-21;10752.0;2580.0;0;34;0;0.2399553571428571;0.0031622023809523;0.68
Nova Redenção;16;23;Nordeste;BA;Nova Redenção;2021-11-21;9118.0;213.0;0;4;0;0.0233603860495722;0.0004386926957666;0.6956521739130435
Guaraniaçu;7;14;Sul;PR;Guaraniaçu;2021-11-21;12472.0;1842.0;0;31;0;0.1476908274534958;0.0024855676715843;0.5
Piracema;7;10;Sudeste;MG;Piracema;2021-11-21;6409.0;117.0;0;15;0;0.0182555780933062;0.002340458729911;0.7
Américo de Campos;4;9;Sudeste;SP;Américo de Campos;2021-11-21;5969.0;1172.0;0;35;0;0.196347796950913;0.005863628748534;0.4444444444444444
São João do Pacuí;4;14;Sudeste;MG;São João do Pacuí;2021-11-21;4419.0;53.0;0;3;0;0.0119936637248246;0.0006788866259334;0.2857142857142857
Narandiba;7;18;Sudeste;SP;Narandiba;2021-11-21;4857.0;887.0;0;21;0;0.1826230183240683;0.0043236565781346;0.3888888888888889
Maria Helena;2;3;Sul;PR;Maria Helena;2021-11-21;5677.0;574.0;0;5;0;0.1011097410604192;0.0008807468733485;0.6666666666666666
Castanheira;4;17;Centro-Oeste;MT;Castanheira;2021-11-21;8729.0;795.0;0;29;0;0.0910757245961736;0.0033222591362126;0.23529411764705882
Coronel João Sá;20;34;Nordeste;BA;Coronel João Sá;2021-11-21;15895.0;1389.0;0;18;0;0.0873859704309531;0.0011324315822585;0.5882352941176471
São José de Mipibu;19;38;Nordeste;RN;São José de Mipibu;2021-11-21;43899.0;4925.0;2;73;0;0.1121893437208136;0.0016629080389074;0.5
Alto Paraíso de Goiás;1;26;Centro-Oeste;GO;Alto Paraíso de Goiás;2021-11-21;7624.0;971.0;0;9;0;0.1273609653725078;0.0011804826862539;0.038461538461538464
São José do Ouro;13;16;Sul;RS;São José do Ouro;2021-11-21;6933.0;1069.0;0;17;0;0.1541901052935237;0.0024520409635078;0.8125
Victor Graeff;5;10;Sul;RS;Victor Graeff;2021-11-21;2882.0;434.0;0;7;0;0.15058986814712;0.0024288688410825;0.5
Novo Planalto;8;17;Centro-Oeste;GO;Novo Planalto;2021-11-21;4495.0;378.0;0;7;0;0.0840934371523915;0.0015572858731924;0.47058823529411764
Virgolândia;6;8;Sudeste;MG;Virgolândia;2021-11-21;5380.0;453.0;0;9;0;0.0842007434944237;0.0016728624535315;0.75
Governador Jorge Teixeira;18;77;Norte;RO;Governador Jorge Teixeira;2021-11-21;7767.0;644.0;0;22;0;0.0829148963563795;0.0028324964593794;0.23376623376623376
Silves;25;124;Norte;AM;Silves;2021-11-21;9171.0;1387.0;0;22;0;0.1512375967724348;0.0023988659906226;0.20161290322580644
Santa Rosa de Lima;14;26;Nordeste;SE;Santa Rosa de Lima;2021-11-21;3913.0;364.0;0;8;0;0.0930232558139534;0.0020444671607462;0.5384615384615384
Braga;5;10;Sul;RS;Braga;2021-11-21;3353.0;438.0;0;10;0;0.1306292872054876;0.0029824038174768;0.5
Borda da Mata;2;11;Sudeste;MG;Borda da Mata;2021-11-21;19412.0;2091.0;0;57;0;0.1077168761590768;0.0029363280445085;0.18181818181818182
Novorizonte;7;12;Sudeste;MG;Novorizonte;2021-11-21;5299.0;240.0;0;4;0;0.0452915644461219;0.0007548594074353;0.5833333333333334
Satubinha;20;23;Nordeste;MA;Satubinha;2021-11-21;13914.0;348.0;0;4;0;0.02501078050884;0.0002874802357337;0.8695652173913043
Jari;2;2;Sul;RS;Jari;2021-11-21;3503.0;197.0;0;3;0;0.0562375107051099;0.0008564087924636;1.0
Santa Albertina;3;13;Sudeste;SP;Santa Albertina;2021-11-21;6008.0;628.0;0;24;0;0.1045272969374167;0.0039946737683089;0.23076923076923078
Witmarsum;5;15;Sul;SC;Witmarsum;2021-11-21;3965.0;424.0;0;5;0;0.1069356872635561;0.0012610340479192;0.3333333333333333
Flor do Sertão;2;5;Sul;SC;Flor do Sertão;2021-11-21;1582.0;200.0;0;0;0;0.1264222503160556;0.0;0.4
Sinimbu;12;21;Sul;RS;Sinimbu;2021-11-21;10172.0;942.0;0;22;0;0.0926071569012976;0.0021627998427054;0.5714285714285714
Maurilândia;12;63;Centro-Oeste;GO;Maurilândia;2021-11-21;14080.0;1186.0;0;34;0;0.0842329545454545;0.0024147727272727;0.19047619047619047
Cajapió;14;33;Nordeste;MA;Cajapió;2021-11-21;11177.0;179.0;0;7;0;0.0160150308669589;0.0006262861232888;0.42424242424242425
Alto Alegre do Pindaré;24;57;Nordeste;MA;Alto Alegre do Pindaré;2021-11-21;31919.0;2316.0;0;47;0;0.07255866411855;0.0014724772079325;0.42105263157894735
Águas de Santa Bárbara;5;26;Sudeste;SP;Águas de Santa Bárbara;2021-11-21;6075.0;607.0;0;19;0;0.099917695473251;0.0031275720164609;0.19230769230769232
Cuparaque;5;8;Sudeste;MG;Cuparaque;2021-11-21;4982.0;553.0;0;7;0;0.1109995985547972;0.0014050582095543;0.625
Boa Esperança do Sul;4;18;Sudeste;SP;Boa Esperança do Sul;2021-11-21;14923.0;1746.0;0;21;0;0.1170006030958922;0.001407223748576;0.2222222222222222
Bujari;7;12;Norte;AC;Bujari;2021-11-21;10266.0;1145.0;0;17;0;0.1115332164426261;0.0016559516851743;0.5833333333333334
Sucupira do Riachão;6;13;Nordeste;MA;Sucupira do Riachão;2021-11-21;5660.0;220.0;0;4;0;0.03886925795053;0.0007067137809187;0.46153846153846156
Renascença;5;7;Sul;PR;Renascença;2021-11-21;6802.0;843.0;0;22;0;0.1239341370185239;0.003234342840341;0.7142857142857143
Cândido Godói;7;20;Sul;RS;Cândido Godói;2021-11-21;6198.0;747.0;0;5;0;0.1205227492739593;0.0008067118425298;0.35
Cristina;4;12;Sudeste;MG;Cristina;2021-11-21;10242.0;594.0;0;9;0;0.0579964850615114;0.0008787346221441;0.3333333333333333
Capitólio;6;16;Sudeste;MG;Capitólio;2021-11-21;8632.0;1421.0;0;40;0;0.1646200185356811;0.0046339202965708;0.375
Maxaranguape;8;11;Nordeste;RN;Maxaranguape;2021-11-21;12371.0;601.0;0;6;0;0.048581359631396;0.0004850052542235;0.7272727272727273
Desterro de Entre Rios;8;11;Sudeste;MG;Desterro de Entre Rios;2021-11-21;7243.0;415.0;0;10;0;0.0572967002623222;0.0013806433798149;0.7272727272727273
Nova Lacerda;7;20;Centro-Oeste;MT;Nova Lacerda;2021-11-21;6640.0;1034.0;0;12;0;0.155722891566265;0.0018072289156626;0.35
Pedro Laurentino;5;9;Nordeste;PI;Pedro Laurentino;2021-11-21;2536.0;75.0;1;2;0;0.0295741324921135;0.000788643533123;0.5555555555555556
Itaguatins;8;27;Norte;TO;Itaguatins;2021-11-21;5864.0;643.0;0;16;0;0.1096521145975443;0.0027285129604365;0.2962962962962963
Lupércio;4;9;Sudeste;SP;Lupércio;2021-11-21;4584.0;267.0;0;8;0;0.0582460732984293;0.0017452006980802;0.4444444444444444
São Tomás de Aquino;3;7;Sudeste;MG;São Tomás de Aquino;2021-11-21;7021.0;502.0;0;24;0;0.07149978635522;0.003418316479134;0.42857142857142855
Almadina;3;13;Nordeste;BA;Almadina;2021-11-21;5464.0;646.0;0;11;0;0.1182284040995607;0.00201317715959;0.23076923076923078
Vista Gaúcha;5;7;Sul;RS;Vista Gaúcha;2021-11-21;2851.0;278.0;0;13;0;0.0975096457383374;0.004559803577692;0.7142857142857143
Baliza;5;11;Centro-Oeste;GO;Baliza;2021-11-21;5138.0;538.0;0;11;0;0.1047100038925652;0.0021409108602569;0.45454545454545453
Rosário do Sul;51;78;Sul;RS;Rosário do Sul;2021-11-21;39422.0;4066.0;6;113;0;0.1031403784688752;0.0028664197656131;0.6538461538461539
Boa Vista das Missões;11;12;Sul;RS;Boa Vista das Missões;2021-11-21;2098.0;260.0;0;7;0;0.1239275500476644;0.0033365109628217;0.9166666666666666
Pedralva;19;25;Sudeste;MG;Pedralva;2021-11-21;11195.0;527.0;0;14;0;0.047074586869138;0.0012505582849486;0.76
Teixeirópolis;11;24;Norte;RO;Teixeirópolis;2021-11-21;4308.0;549.0;0;9;0;0.1274373259052924;0.0020891364902506;0.4583333333333333
Córrego do Ouro;8;15;Centro-Oeste;GO;Córrego do Ouro;2021-11-21;2327.0;388.0;0;7;0;0.1667382896433175;0.0030081650193382;0.5333333333333333
Veredinha;11;18;Sudeste;MG;Veredinha;2021-11-21;5720.0;286.0;0;1;0;0.05;1.0;0.6111111111111112
Pinto Bandeira;8;9;Sul;RS;Pinto Bandeira;2021-11-21;3003.0;365.0;0;5;0;0.1215451215451215;0.0016650016650016;0.8888888888888888
Diamante D'Oeste;8;9;Sul;PR;Diamante D'Oeste;2021-11-21;5253.0;667.0;0;19;0;0.1269750618694079;0.0036169807728916;0.8888888888888888
Santa Efigênia de Minas;4;12;Sudeste;MG;Santa Efigênia de Minas;2021-11-21;4409.0;432.0;2;12;0;0.0979814016783851;0.0027217056021773;0.3333333333333333
Japaraíba;11;23;Sudeste;MG;Japaraíba;2021-11-21;4350.0;420.0;0;8;0;0.096551724137931;0.0018390804597701;0.4782608695652174
Itamonte;18;32;Sudeste;MG;Itamonte;2021-11-21;15579.0;2325.0;5;46;0;0.1492393606778355;0.0029526927273894;0.5625
Glicério;1;3;Sudeste;SP;Glicério;2021-11-21;4815.0;585.0;0;21;0;0.1214953271028037;0.0043613707165109;0.3333333333333333
Arroio do Sal;6;9;Sul;RS;Arroio do Sal;2021-11-21;10065.0;1299.0;0;40;0;0.1290611028315946;0.0039741679085941;0.6666666666666666
Planaltina do Paraná;7;10;Sul;PR;Planaltina do Paraná;2021-11-21;4263.0;464.0;0;6;0;0.1088435374149659;0.0014074595355383;0.7
